FENNIX
#PAT: 72
#INPUT: 26
#OUTPUT: 2

1.587E1,4.191E0,4.113E0,1.474E0,3.633E0,1.015E0,2.13E0,2.223E0,1.687E0,1.566E0,1.199E0,2.594E0,1.555E0,-9.346E1,8.275E0,-5.709E0,-2.348E0,4.362E0,6.604E-2,-1.263E0,8.528E-1,-5.088E0,-2.958E0,-3.364E0,-3.872E0,-5.431E0,0,1
1.345E1,4.829E0,2.761E0,1.527E0,1.519E0,2.192E0,7.828E-1,1.112E0,1.796E0,2.009E0,1.362E0,1.348E0,1.631E0,-9.259E1,7.674E0,1.142E0,-2.277E-1,-3.533E0,5.479E0,7.284E-1,-1.482E0,-1.358E0,-5.841E-1,-1.356E0,-1.758E0,-4.508E0,0,1
4.705E0,2.872E0,4.231E0,2.75E0,5.331E0,1.531E0,1.883E0,1.558E0,1.901E0,1.408E0,1.297E0,1.709E0,5.725E-1,-9.289E1,1.195E1,-6.847E0,-3.742E0,5.911E0,-5.384E-1,3.072E-1,5.526E-1,-8.877E-1,-8.301E-1,-1.16E0,-2.658E0,-3.574E0,0,1
3.499E1,5.332E0,6.401E0,2.676E0,1.788E0,2.764E0,2.112E0,3.098E0,2.077E0,1.847E0,1.661E0,2.707E0,2.951E0,-1.107E2,9.261E0,7.616E0,-3.204E0,-8.566E0,2.487E0,-3.726E0,1.885E0,-2.418E0,-2.13E0,-3.753E0,-5.192E0,-5.346E0,0,1
1.108E2,4.341E0,4.339E0,1.748E0,2.539E0,2.397E0,1.359E0,1.242E0,1.809E0,1.524E0,2.087E0,1.575E0,1.687E0,-1.226E2,4.109E0,3.081E0,-2.332E0,-6.592E0,3.817E0,-4.457E-1,1.642E0,-2.002E0,-7.806E-1,-2.468E0,-1.506E0,-4.608E0,0,1
1.384E1,2.614E0,5.476E0,1.777E0,3.072E0,2.767E0,3.496E0,2.228E0,1.939E0,1.873E0,1.734E0,2.893E0,1.58E0,-9.733E1,9.856E0,-5.407E0,4.876E0,-6.21E0,-3.469E0,5.578E0,-3.48E0,4.249E-1,-1.901E0,-3.514E0,-2.97E0,-5.403E0,0,1
9.022E0,4.667E0,2.139E0,2.183E0,7.665E-1,2.244E0,8.667E-1,8.959E-1,1.982E0,1.429E0,1.362E0,1.377E0,1.692E0,-1.055E2,7.089E0,1.46E1,-2.651E0,-5.191E0,-2.083E0,-5.196E0,4.347E0,-1.898E0,-6.266E-1,-5.393E0,-7.43E0,-6.691E0,0,1
2.906E1,7.516E0,2.598E0,1.874E0,7.641E-1,1.907E0,2.911E0,2.031E0,1.49E0,1.678E0,1.708E0,3.121E0,1.552E0,-1.075E2,9.691E0,8.389E0,-3.865E0,-7.821E0,1.61E0,-2.286E0,2.026E0,-1.149E0,-2.098E0,-3.188E0,-4.315E0,-6.324E0,0,1
1.034E1,3.306E0,6.219E0,2.068E0,3.86E0,3.015E0,1.575E0,3.009E0,2.409E0,1.493E0,1.576E0,2.167E0,1.159E0,-9.323E1,9.62E0,-4.72E0,6.113E-1,-3.429E0,-1.295E0,-1.912E-1,3.118E0,-3.44E0,-1.54E0,-2.954E-1,-6.116E0,-3.143E0,0,1
7.765E0,2.623E0,2.967E0,9.345E-1,1.741E0,1.728E0,7.512E-1,2.305E0,7.909E-1,1.83E0,1.105E0,1.66E0,7.092E-1,-8.44E1,7.102E0,-3.045E0,-3.681E-1,-4.569E0,2.852E0,1.231E0,2.844E-1,-3.137E0,1.334E0,-2.473E0,-1.583E0,-2.934E0,0,1
