7
124.9575;118.01;156.465;158.13;184.105;204.7
126.715;157.7325;183.7225;179.995;216.6975;193.075
122.49;148.945;173.4625;222.46;241.77;239.325
117.6125;166.2425;197.5075;249.165;261.6275;265.2
105.385;139.4425;228.5375;254.0825;270.3675;273.6
145.65;190.75;257.3725;267.4875;275.895;276.575
195.8075;254.715;267.4775;274.1875;276.77;277.5
127.9375;120.965;161.01;162.2;188.665;209.1
130.0025;161.85;188.595;184.975;221.5525;197.775
125.565;153.11;178.4375;227.4225;247.1;244.775
120.555;171.1175;202.745;254.45;267.1225;271.2
107.9175;143.4975;233.94;259.495;276.09;278.975
149.455;195.6125;263.0775;273.15;281.83;283.3
200.255;260.0325;273.0925;280.04;282.915;284.275
