20
188.4225;242.205;285.9275;319.6825;330.27;322.4575;288.3925;283.665;262.46;190.9625;198.0325;187.9725;174.695;198.1525;204.220833333333
184.3125;258.845;283.2;322.7075;326.4625;290.685;270.9675;278.7875;232.635;197.7775;209.635;185.07;183;163.285;177.729166666667
148.5325;203.225;274.27;322.17;312.835;269.5725;260.01;254.2625;199.7125;188.6825;171.415;191.57;197.385;193.8925;145.879166666667
151.3075;218.7025;275.6125;319.3475;301.395;279.885;255.39;211.615;153.3025;189.085;181.55;196.925;202.925;249.07;241.045833333333
144.7225;220.2975;281.01;323.7475;284.6375;269.285;244.5;178.8275;188.955;197.7825;201.5925;235.145;237.63;258.285;277.558333333333
95.0925;196.97;288.6;328.96;272.085;233.0425;197.77;192.48;196.8425;179.55;204.145;214.09;258.9325;298.15;300.608333333333
99.275;187.125;297.93;324.05;267.685;247.5175;194.3725;195.785;178.9625;152.9425;209.225;235.525;294.025;311.6575;323.7125
162.3325;214.85;313.9875;324.64;309.7425;278.7;197.76;177.62;183.825;160.2525;186.5675;239.355;308.5125;319.0175;330.7375
230.8875;291.55;312.5;328.655;321.225;255.6975;185.76;144.7925;208.9875;190.8025;226.485;292.0125;318.4075;330.625;334.029166666667
257.2425;301.7225;329.225;333.9825;311.4825;260.025;156.2725;138.6675;195.52;233.6875;288.8275;318.7;326.9425;332.23;334.141666666667
281.6375;328.9375;336.465;323.435;282.3875;200.695;125.9675;123.5175;170.135;280.7275;314.8975;323.7475;328.165;331.445;333.525
316.2025;337.3375;337.84;315.2975;248.15;164.45;119.7575;144.84;228.6275;299.7925;318.0275;324.3;326.835;330.165;331.754166666667
322.275;334.3325;331.765;289.6225;201.8325;131.78;139.555;178.1475;224.5;308.3925;318.8725;323.7925;325.945;328.335;330.120833333333
281.3425;322.935;295.8475;240.97;183.2975;158.3575;179.3925;223.6975;289.7575;316.7325;321.1;324.8175;327.53;328.915;331.329166666667
295.81;325.7575;268.9125;256.9825;195.1275;222.25;242.865;279.755;306.105;318.64;326.0825;328.8275;330.535;333.1275;334.9125
319.29;326.0675;279.0575;214.7825;237.355;279.6475;298.9125;285.4225;298.2675;323.745;327.5775;331.2425;333.235;335.28;338.0875
326.6175;310.0925;227.8425;194.0225;245.47;302.6375;313.085;305.16;282.8;325.4525;329.685;332.6925;336.0875;337.6275;339.145833333333
322.305;272.7425;188.985;176.2275;234.935;308.07;318.06;318.1275;292.785;319.965;331.14;334.3;337.075;341.14;343.391666666667
299.3525;202.755;206.8025;239.0975;242.545;308.855;321.97;322.87;319.9075;319.2625;331.7675;335.0575;337.735;341.3875;344.479166666667
259.157894736842;188.255263157895;219.207894736842;283.45;286.75;315.657894736842;322.723684210526;325.357894736842;326.847368421053;311.442105263158;332.513157894737;335.047368421053;338.971052631579;341.997368421053;345.526315789474
183.8025;235.855;278.5375;308.2325;316.9275;310.3175;281.61;276.98;255.92;177.9975;185.045;173.965;160.3525;182.1825;187.870833333333
178.93;252.015;276.135;311.1075;313.7575;283.375;266.1625;272.9675;223.765;183.7725;196.085;170.9875;168.5375;150.3575;164.204166666667
141.405;195.8275;267.4575;311.0625;302.8575;264.515;255.935;249.18;188.26;174.2075;157.5725;177.015;183.28;180.78;134.120833333333
143.0575;210.1775;268.5975;309.235;293.61;274.66;251.335;202.2575;140.585;173.8925;166.7875;183.0325;189.2525;236.2575;227.308333333333
134.85;210.2275;272.8775;313.665;277.655;264.5725;239.375;166.7425;173.3875;181.48;187.225;223.8275;225.69;245.035;262.9375
85.7425;186.5575;279.4775;318.9;265.24;226.855;186.915;178.72;182.335;166.2575;191.7425;201.575;247.145;282.27;283.404166666667
89.4175;176.9025;288.3275;314.1175;260.4625;241.255;183.185;184.4125;167.73;142.155;198.0875;224.75;280.0525;293.7525;302.5
151.7225;205.8025;303.455;314.135;300.5725;271.6275;189.23;168.055;174.8375;150.64;176.075;228.735;293.425;300.145;309.2125
222.5175;281.035;301.845;318.4225;312.605;250.5175;178.8375;136.215;201.8475;182.41;217.8275;281.0975;302.2775;310.3375;312.445833333333
