40
256.59;219.28;226.98;232.455;186.3675;205.1175;209.8075;254.91;244.02;266.515;276.875;272.7625;250.4175;237.0875;241.21;276.78;282.92;280.4725;278.59;268.6975;226.445;140.7525;81.15;123.95;124.932291666667;109.733333333333;155.166666666667;-9999;-9999;-9999
267.0275;220.37;179.5875;176.9025;165.735;200.3675;218.7475;229.6375;222.2825;248.155;262.605;265.93;248.9525;255.6125;261.975;282.96;283.6675;280.465;277.645;259.1925;232.1925;157.7725;69.0675;108.7925;148.475;158.4875;183.259541984733;-9999;-9999;-9999
251.245;228.74;186.795;148.83;195.4675;215.435;183.92;196.285;201.42;228.7625;244.835;250.485;252.3;266.685;281.21;285.57;286.1425;283.995;271.1025;251.145;231.2275;155.425;67.355;79.4775;126.4825;173.11;228.047738693467;243.734567901235;252.346590909091;253.090909090909
239.7025;218.3525;214.57;181.0175;206.145;153.6275;134.0575;184.3375;206.1525;201.88;224.675;243.44;257.7225;277.9575;282.29;284.595;285.07;282.945;259.87;204.6125;230.2525;197.79;116.86;68.72;97.9275;165.2425;203.46;236.7325;250.97;254.2
233.4725;216.8375;185.02;180.985;215.59;129.4475;138.1075;166.215;211.2175;212.1225;222.2925;242.88;263.1125;279.03;281.415;281.7575;282.065;276.1275;237.95;178.9925;226.99;214.48;158.335;124.93;63.5525;75.3925;144.25;182.99;244.355;254.2
251.0925;231.215;150.8075;154.155;239.805;168.1275;161.315;178.9075;209.085;216.0875;227.48;245.2925;266.2075;278.605;279.7725;279.455;277.38;264.9475;193.2475;190.8425;210.9575;185.14;196.0075;179.155;107.9;31.8175;62.825;136.44;227.4425;252.35
248.19;226.9325;171.0475;154.2875;236.155;183.9275;178.405;180.695;186.8175;216.5375;236.2275;251.7825;274.13;277.18;277.11;277.86;254.0775;250.575;186.37;213.2025;193.6;168.9475;146.765;165.4825;113.225;39.4325;81.155;184.4;246.4425;258.025
256.7825;225.7925;171.52;180.7825;230.335;184.815;172.64;168.77;175.3925;213.17;241.0425;265.35;276.965;276.025;273.5675;270.34;240.4025;225.4325;191.8725;198.805;192.6;154.32;91.8275;141.085;97.5675;110.285;170.9825;238.965;256.3825;263.425
262.8875;242.3625;160.5075;175.5475;224.4925;194.485;156.085;157.945;192.1175;223.34;250.52;271.9775;276.88;273.9225;268.065;242.495;167.9825;172.0075;200.465;183.3025;155.0425;98.21;97.03;132.73;83.175;147.48;221.9375;242.985;260.8525;267.175
263.5975;233.115;172.5275;194.7725;230.8825;220.095;192.1375;146.205;203.8275;236.035;257.09;275.4675;275.8875;261.03;250.05;210.64;149.2675;183.415;171.5075;152.895;119.9525;105.095;126.2575;74.655;126.3125;189.07;230.76;252.8275;267.5575;269.175
265.0025;249.7525;196.735;165.2725;188.085;221.71;212.2525;160.785;178.115;226.9275;260.13;276.48;273.255;247.9775;235.905;224.025;145.0025;131.6825;144.06;108.0425;132.925;136.83;104.885;124.165;171.5725;207.005;253.3275;266.4825;271.225;271.125
266.3675;255.9425;226.785;153.135;156.5425;169.36;199.2275;136.39;201.035;223.035;264.185;276.09;252.2425;228.04;222.44;207.1875;136.405;146.8525;137.045;119.09;111.3075;115.5875;91.14;144.8525;208.13;244.2925;267.96;272.58;273.26;273.1
265.51;258.0525;242.865;210.965;167.1775;202.3725;194.115;108.6675;139.7125;211.5925;264.455;268.3175;234.2875;211.9075;212.1525;161.9375;121.1575;124.195;121.4175;142.865;136.245;104.605;123.5425;186.665;236.385;266.5925;274.8125;274.065;274.4125;273.85
262.23;237.3875;176.835;174.075;191.3075;225.625;177.7925;102.2475;156.975;211.875;264.39;256.4975;239.3025;213.75;176.3875;101.3325;123.1225;122.3525;123.1675;151.77;177.76;184.6175;202.62;240.7025;265.6075;274.0925;275.1325;275.0375;274.44;274.725
257.5575;233.54;171.8;167.035;220.7675;223.2275;175.4325;92.0325;160.82;211.355;269.4225;253.66;216.22;211.7375;134.8475;117.775;132.0025;131.3575;167.195;179.0325;190.9425;213.07;223.4425;263.3725;273.0175;274.9175;275.095;275.3875;274.4275;274.025
234.3375;228.3225;193.155;206.6675;229.975;194.25;132.605;44.7975;122.515;216.9625;272.535;244.9275;193.605;148.2375;127.195;131.82;120.54;130.94;150.5475;184.8425;232.15;243.5675;257.78;270.5725;274.6825;275.3625;275.235;275.295;274.795;274.225
229.4275;203.4675;191.8475;228.6175;226.7925;189.4025;107.7;43.9625;110.61;223.1625;273.0375;232.8475;205.085;143.5975;132.7425;123.1425;96.9;132.16;170.625;217.9125;250.66;264.525;269.7225;274.4425;275.4375;276.0625;276.1825;275.74;275.315;274.25
237.8875;207.57;202.315;238.0475;219.7375;193.265;117.44;117.465;141.135;242.96;271.3075;253.6425;240.4525;158.48;124.1175;111.9025;124.435;117.7825;152.9;246.045;256.48;271.9825;275.295;276.4175;276.815;276.535;276.3975;276.4975;275.31;274.675
234.2375;193.6825;217.78;234.2725;224.1975;166.8;121.5125;168.2175;226.955;256.4725;268.9175;267.49;223.5675;160.5475;86.07;135.025;148.185;153.4525;218.035;260.8225;270.3025;276.335;277.425;277.8675;277.8375;277.5675;276.9275;276.1825;274.2075;274.025
181.1525;196.68;236.39;223.645;184.1375;115.74;107.2575;188.3125;238.7175;271.3025;278.095;268.7975;223.5225;133.08;79.4475;128.625;172.75;213.7475;261.0575;269.3625;275.2425;277.06;277.6025;277.14;276.64;276.265;276.985;274.895;273.545;273.525
144.875;221.6;229.275;168.505;120.1925;94.6875;150.9075;210.33;268.5625;279.1575;273.3725;248.8125;172.1225;92.695;64.58;99.0025;206.1575;255.7475;266.6925;271.91;275.33;277.23;275.5825;275.835;277.0975;277.705;277.8725;275.19;275.4475;275.025
